consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Mytilus_sp.,genus,NA,0.9877,marine,3
Polydora_sp.,genus,NA,2e-4,marine,3
Zooplankton,NA,NA,0.001,marine,3
Gammarus_oceanicus,species,NA,0.1665,marine,3
