consumer,resource,NA,NA,NA,NA
Sphaeromatidae,family,NA,0.05,marine,2
Tanaidacea,NA,NA,2e-4,marine,2
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Copepoda,NA,NA,0.001,marine,3
Anemonia_natalensis,species,NA,0.0032,marine,2
Palythoa_nelliae,species,NA,0.01,marine,2
Zoanthus_sansibaricus,species,NA,0.01,marine,2
Physalia_physalis,species,NA,0.01,marine,2
Hydrozoa,class,NA,0.01,marine,2
Nemertea,NA,NA,4e-4,marine,2
Polychaeta,class,NA,0.0063,marine,2
Oligochaeta,NA,NA,0.0011,marine,2
Capulidae,family,NA,0.2253,marine,2
Rissoidae,family,NA,0.0041,marine,2
Barbatia_obliquata,species,NA,9,marine,2
Perna_perna,species,NA,0.0012,marine,2
Amphilochidae,family,NA,5e-4,marine,3
Amphilochidae,family,NA,5e-4,marine,2
Amphitoidae,family,NA,0.0015,marine,3
Stenothoidae,family,NA,9e-4,marine,3
Hydrozoa,class,NA,0.01,marine,2
Helcogramma_obtusirostris,species,NA,0.602,marine,2
Antennablennius_bifilum,species,NA,1.203,marine,2
Physalia_physalis,species,NA,0.01,marine,2
Nemertea,NA,NA,4e-4,marine,2
Sphaeromatidae,family,NA,0.05,marine,2
Zooplankton,NA,NA,0.001,marine,3
Copepoda,NA,NA,0.001,marine,3
Palythoa_nelliae,species,NA,0.01,marine,3
Isaurus_tuberculatus,species,NA,203.53,marine,3
Zoanthus_sansibaricus,species,NA,0.01,marine,3
Physalia_physalis,species,NA,0.01,marine,3
Hydrozoa,class,NA,0.01,marine,3
Perna_perna,species,NA,0.0012,marine,3
Polychaeta,class,NA,0.0063,marine,3
Oligochaeta,NA,NA,0.0011,marine,3
Ophiurida,order,NA,0.0134,marine,3
Barbatia_obliquata,species,NA,9,marine,3
Acanthonyx_quadridentatus,species,NA,0.0088,marine,2
Ostracoda,class,NA,0.001,marine,3
Amphilochidae,family,NA,5e-4,marine,3
Stenothoidae,family,NA,9e-4,marine,3
Pycnogonida,class,NA,0.011,marine,2
Aeolidiidae,family,NA,0.0023,marine,2
Architectonicidae,family,NA,0.0427,marine,2
Anemonia_natalensis,species,NA,0.0032,marine,2
Polychaeta,class,NA,0.0063,marine,2
Ophiurida,order,NA,0.0134,marine,2
Amphitoidae,family,NA,0.0015,marine,2
Oligochaeta,NA,NA,0.0011,marine,2
Thalessa_savignyi,species,NA,6.92,marine,2
Anemonia_natalensis,species,NA,0.0032,marine,3
Amphitoidae,family,NA,0.0015,marine,3
Helcogramma_obtusirostris,species,NA,0.602,marine,3
