consumer,resource,NA,NA,NA,NA
Clibanarius_vittatus,species,NA,0.01,marine,2
Zooplankton,NA,NA,0.001,marine,2
Copepoda,NA,NA,0.001,marine,3
Odontesthes_argentinensis,species,NA,0.01,marine,2
Pachygrapsus_transversus,species,NA,1.28,marine,2
Scartella_cristata,species,NA,0.57,marine,3
Tanaidacea,NA,NA,0.01,marine,2
Isopoda,order,NA,0.01,marine,2
Sebidae,family,NA,0.01,marine,2
Polychaeta,class,NA,0.01,marine,2
Alpheus_formosus,species,NA,0.01,marine,2
Palaemon_northropi,species,NA,0.01,marine,3
Eriphia_gonagra,species,NA,0.01,marine,2
Bunodosoma_caissarum,species,NA,1.83,marine,2
Crassostrea_virginica,species,NA,9.56,marine,3
