consumer,resource
Lipophrys_pholis,Gibbula_umbilicalis
Lepadogaster_zebrina,Omalogyra_atomus
Lepadogaster_zebrina,Copepoda
Lipophrys_pholis,Copepoda
Gammaridae,Gammaridae
Lepadogaster_zebrina,Gammaridae
Lipophrys_pholis,Stenothoidae
Lepadogaster_zebrina,Stenothoidae
Zooplankton,Zooplankton
Lipophrys_pholis,Zooplankton
Lepadogaster_zebrina,Zooplankton
Stenothoidae,Zooplankton
Lophozozymus_incisus,Zooplankton
Copepoda,Zooplankton
Polychaeta,Zooplankton
Lipophrys_pholis,Lepadogaster_zebrina
Lipophrys_pholis,Lipophrys_pholis
Lipophrys_pholis,Gibbula_pennanti
Nematoda,Nematoda
Lipophrys_pholis,Nematoda
Stenothoidae,Polychaeta
Lipophrys_pholis,Polychaeta
Polychaeta,Polychaeta
Lepadogaster_zebrina,Insecta
Insecta,Insecta
