consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,2.71,marine,2
Ischnochiton_striolatus,species,NA,0.01,marine,2
Fissurella_rosea,species,NA,0.0079,marine,2
Stramonita_haemastoma,species,NA,2.32,marine,2
Eulithidium_affine,species,NA,0.01,marine,2
Tanaidacea,NA,NA,3e-4,marine,2
Idotea,genus,NA,3e-4,marine,2
Isopoda,order,NA,9e-4,marine,2
Gammaridae,family,NA,0.84,marine,2
Gammaridae,family,NA,0.84,marine,3
Talitridae,family,NA,0.0024,marine,3
Talitridae,family,NA,0.0024,marine,2
Amphitoidae,family,NA,7e-4,marine,2
Amphitoidae,family,NA,7e-4,marine,3
Clibanarius_antillensis,species,NA,0.234,marine,2
Epialtus_brasiliensis,species,NA,0.098,marine,2
Pachygrapsus_transversus,species,NA,1.7,marine,2
Harparticoida,order,NA,0.001,marine,3
Harparticoida,order,NA,0.001,marine,2
Phallusia_nigra,species,NA,0.01,marine,3
Ophiura_sp.,genus,NA,0.0018,marine,3
Cystodytes_dellechiajei,species,NA,0.01,marine,3
Eudistoma_vannamei,species,NA,0.01,marine,3
Anemonia_sargassensis,species,NA,0.77,marine,2
Anemonia_sargassensis,species,NA,0.77,marine,3
