consumer,resource,NA,NA,NA
Zooplankton,NA,NA,0.001,marine
Nematoda,NA,NA,0.01,marine
Mytilus_sp.,genus,NA,1.3998,marine
Macoma_balthica,species,NA,0.0956,marine
Zooplankton,NA,NA,0.001,marine
Gammarus_oceanicus,species,NA,0.1594,marine
Nematoda,NA,NA,0.01,marine
