consumer,resource,NA,NA,NA,NA
Scartella_cristata,species,NA,0.55,marine,3
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Pachygrapsus_transversus,species,NA,0.58,marine,2
Tanaidacea,NA,NA,0.01,marine,2
Mytilaster_solisianus,species,NA,0.01,marine,2
Polychaeta,class,NA,0.01,marine,2
Pachygrapsus_transversus,species,NA,0.58,marine,3
Microphrys_bicornutus,species,NA,0.5,marine,2
Zooplankton,NA,NA,0.001,marine,3
Petaloconchus_sp,genus,NA,0.25,marine,3
Mytilaster_solisianus,species,NA,0.01,marine,3
Isognomon_bicolor,species,NA,1.42,marine,3
Tanaidacea,NA,NA,0.01,marine,3
Polychaeta,class,NA,0.01,marine,3
Pachygrapsus_transversus,species,NA,0.58,marine,2
Cronius_ruber,species,NA,0.01,marine,2
Stramonita_haemastoma,species,NA,2.85,marine,2
Polychaeta,class,NA,0.01,marine,2
