consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Paracentrotus_lividus,species,NA,0.19,marine,2
Lipophrys_pholis,species,NA,0.66,marine,3
Coryphoblennius_galerita,species,NA,0.86,marine,3
Patella_ulyssiponensis,species,NA,1.02,marine,2
Gibbula_umbilicalis,species,NA,0.38,marine,2
Nucella_sp.,genus,NA,0.51,marine,2
Nassariidae,family,NA,0.32,marine,2
Mytilus_galloprovincialis,species,NA,1.14,marine,2
Gobius_paganellus,species,NA,0.1,marine,3
Anemonia_sulcata,species,NA,25.58,marine,3
Actinia_equina,species,NA,2.97,marine,2
