consumer,resource,NA,NA,NA,NA
Insecta,class,NA,0.01,marine,2
Insecta,class,NA,0.01,marine,3
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Ophiuroidea,class,NA,0.01,marine,2
Coryphoblennius_galerita,species,NA,0.81,marine,2
Coryphoblennius_galerita,species,NA,0.81,marine,3
Aulactinia_verrucosa,species,NA,0.27,marine,2
Nemertea,NA,NA,0.01,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0061,marine,2
Oligochaeta,NA,NA,0.0059,marine,2
Acanthochitona_crinita,species,NA,0.12,marine,2
Lepidochitona_cinerea,species,NA,0.01,marine,2
Patella_ulyssiponensis,species,NA,1.34,marine,2
Gibbula_umbilicalis,species,NA,0.32,marine,2
Rissoidae,family,NA,0.0034,marine,2
Nassariidae,family,NA,0.21,marine,2
Tricolia_pullus,species,NA,0.008,marine,2
Omalogyra_atomus,species,NA,0.0059,marine,2
Munnidae,family,NA,0.01,marine,2
Barleeia_sp.,genus,NA,0.0022,marine,2
Musculus_costulatus,species,NA,0.01,marine,2
Musculus_costulatus,species,NA,0.01,marine,3
Mytilus_galloprovincialis,species,NA,0.6,marine,2
Mytilus_galloprovincialis,species,NA,0.6,marine,3
Lipophrys_trigloides,species,NA,0.11,marine,2
Lipophrys_trigloides,species,NA,0.11,marine,3
Sphaeromatidae,family,NA,0.01,marine,2
Lipophrys_pholis,species,NA,0.75,marine,2
Lipophrys_pholis,species,NA,0.75,marine,3
Ampithoidae,family,NA,0.0055,marine,3
Gammaridae,family,NA,0.01,marine,3
Stenothoidae,family,NA,0.01,marine,3
Palaemon_elegans,species,NA,0.09,marine,3
Gobius_paganellus,species,NA,0.01,marine,3
Gobius_paganellus,species,NA,0.01,marine,2
Pachygrapsus_marmoratus,species,NA,1.35,marine,2
Xantho_pilipes,species,NA,0.01,marine,2
Pirimela_denticulata,species,NA,0.73,marine,2
Copepoda,NA,NA,0.001,marine,3
Actinia_equina,species,NA,4.75,marine,3
Turbellaria,class,NA,0.01,marine,3
Polychaeta,class,NA,0.0061,marine,3
Pachygrapsus_marmoratus,species,NA,1.35,marine,3
Aulactinia_verrucosa,species,NA,0.27,marine,3
Ophiuroidea,class,NA,0.01,marine,3
Actinothoe_sphyrodeta,species,NA,4.21,marine,3
Oligochaeta,NA,NA,0.0059,marine,3
Solecurtus_strigilatus,species,NA,0.0025,marine,3
Palaemon_elegans,species,NA,0.09,marine,2
Anemonia_sulcata,species,NA,27.5,marine,3
Epitonium_clathrus,species,NA,0.035,marine,2
Turbellaria,class,NA,0.01,marine,2
Actinia_equina,species,NA,4.75,marine,2
Ampithoidae,family,NA,0.0055,marine,2
Gammaridae,family,NA,0.01,marine,2
Anemonia_sulcata,species,NA,27.5,marine,2
