consumer,resource,NA,NA,NA,NA
Sphaeromatidae,family,NA,0.0023,marine,2
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Sycon_sp.,genus,NA,0.01,marine,2
Insecta,class,NA,0.0029,marine,3
Iotrochota_purpurea,species,NA,0.01,marine,2
Tedania_anhelans,species,NA,0.01,marine,2
Anemonia_natalensis,species,NA,0.0651,marine,2
Actinothoe_sp.,genus,NA,0.1575,marine,2
Polychaeta,class,NA,0.002,marine,2
Diodora_sp.,genus,NA,0.0027,marine,2
Perna_perna,species,NA,0.0079,marine,2
Modiolula_sp.,genus,NA,0.0233,marine,2
Musculus_sp.,genus,NA,0.0054,marine,2
Pinnidae,family,NA,0.0277,marine,2
Turtonia_sp.,genus,NA,0.004,marine,2
Janiridae,family,NA,0.0018,marine,3
Janiridae,family,NA,0.0018,marine,2
Menaethius_monoceros,species,NA,0.05,marine,2
Metopograpsus_messor,species,NA,7e-4,marine,2
Thalamita_crenata,species,NA,0.01,marine,2
Actinothoe_sp.,genus,NA,0.1575,marine,3
Bryozoa,NA,NA,0.0098,marine,3
Pyramidellidae,species,NA,0.0043,marine,2
Perna_perna,species,NA,0.0079,marine,3
Modiolula_sp.,genus,NA,0.0233,marine,3
Musculus_sp.,genus,NA,0.0054,marine,3
Polychaeta,class,NA,0.002,marine,3
Pinnidae,family,NA,0.0277,marine,3
Turtonia_sp.,genus,NA,0.004,marine,3
Ophiurida,order,NA,0.0355,marine,3
Triphoridae,family,NA,5e-4,marine,2
Epitoniidae,family,NA,0.0011,marine,2
Mancinella_alouina,species,NA,16.79,marine,2
Anemonia_natalensis,species,NA,0.0651,marine,3
Nemertea,NA,NA,9e-4,marine,2
