consumer,resource,NA,NA,NA,NA
Insecta,class,NA,0.0022,marine,3
Zooplankton,NA,NA,0.001,marine,3
Ophiuroidea,class,NA,0.0062,marine,2
Polychaeta,class,NA,0.006,marine,2
Oligochaeta,NA,NA,0.01,marine,2
Acanthochitona_crinita,species,NA,0.0016,marine,2
Lepidochitona_cinerea,species,NA,0.086,marine,2
Patella_ulyssiponensis,species,NA,0.0062,marine,2
Gibbula_umbilicalis,species,NA,0.55,marine,2
Rissoidae,family,NA,0.0024,marine,2
Omalogyra_atomus,species,NA,5e-4,marine,2
Barleeia_sp.,genus,NA,0.003,marine,2
Musculus_costulatus,species,NA,0.004,marine,2
Mytilus_galloprovincialis,species,NA,0.0043,marine,2
Mysida,order,NA,0.0013,marine,3
Sphaeromatidae,family,NA,0.015,marine,2
Amphilochidae,family,NA,0.0024,marine,3
Ampithoidae,family,NA,0.0034,marine,3
Gammaridae,family,NA,0.001,marine,3
Stenothoidae,family,NA,9e-4,marine,3
Calliopidae,family,NA,0.0082,marine,3
Palaemon_elegans,species,NA,0.11,marine,3
Gobius_paganellus,species,NA,0.243,marine,3
Eriphia_verrucosa,species,NA,1,marine,2
Polychaeta,class,NA,0.006,marine,3
Ophiuroidea,class,NA,0.0062,marine,3
Oligochaeta,NA,NA,0.01,marine,3
Musculus_costulatus,species,NA,0.004,marine,3
Mytilus_galloprovincialis,species,NA,0.0043,marine,3
Petricolinae,family,NA,0.083,marine,3
Palaemon_elegans,species,NA,0.11,marine,2
Gobius_paganellus,species,NA,0.243,marine,2
Turridae,family,NA,0.005,marine,2
Ampithoidae,family,NA,0.0034,marine,2
Calliopidae,family,NA,0.0082,marine,2
Anemonia_sulcata,species,NA,29.06,marine,2
Anemonia_sulcata,species,NA,29.06,marine,3
