consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Polychaeta,class,NA,3e-4,marine,2
Oligochaeta,NA,NA,4e-4,marine,2
Fissurella_rosea,species,NA,0.0018,marine,2
Stramonita_haemastoma,species,NA,2.388,marine,2
Olivancillaria_sp.,NA,NA,0.133,marine,2
Eulithidium_affine,species,NA,9e-4,marine,2
Tegula_viridula,species,NA,1.76,marine,2
Boonea_jadisi,species,NA,1e-4,marine,2
Gammaridae,family,NA,5e-4,marine,2
Bathygobius_soporator,species,NA,1.17,marine,3
Pagurus_sp.,genus,NA,0.48,marine,2
Didemnum_granulatum,species,NA,0.01,marine,3
Phallusia_nigra,species,NA,0.01,marine,3
