consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Polychaeta,class,NA,0.019,marine,2
Cerithium_atratum,species,NA,0.0014,marine,2
Astyris_lunata,species,NA,0.0238,marine,2
Eulithidium_affine,species,NA,0.0014,marine,2
Tegula_viridula,species,NA,0.012,marine,2
Cumacea,order,NA,2e-4,marine,2
Tanaidacea,NA,NA,9e-4,marine,2
Idotea,genus,NA,0.007,marine,2
Gammaridae,family,NA,0.0026,marine,2
Gammaridae,family,NA,0.0026,marine,3
Talitridae,family,NA,0.0012,marine,2
Talitridae,family,NA,0.0012,marine,3
Panopeus_sp.,genus,NA,0.012,marine,2
Bathygobius_soporator,species,NA,0.01,marine,2
Bathygobius_soporator,species,NA,0.01,marine,3
Astyris_lunata,species,NA,0.0238,marine,2
Panopeus_sp.,genus,NA,0.012,marine,2
Zooplankton,NA,NA,0.001,marine,3
Eulithidium_affine,species,NA,0.0014,marine,2
Tegula_viridula,species,NA,0.012,marine,2
Bathygobius_soporator,species,NA,0.01,marine,3
Tanaidacea,NA,NA,9e-4,marine,3
Idotea,genus,NA,0.007,marine,2
Polychaeta,class,NA,0.019,marine,3
Talitridae,family,NA,0.0012,marine,3
Cerithium_atratum,species,NA,0.0014,marine,2
Gammaridae,family,NA,0.0026,marine,3
Pagurus_sp.,genus,NA,3.4,marine,2
Polychaeta,class,NA,0.019,marine,2
Bathygobius_soporator,species,NA,0.01,marine,2
Talitridae,family,NA,0.0012,marine,2
Gammaridae,family,NA,0.0026,marine,2
Clibanarius_antillensis,species,NA,1.6,marine,2
