consumer,resource,NA,NA,NA,NA
Insecta,class,NA,6e-4,marine,3
Insecta,class,NA,6e-4,marine,2
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Ophiuroidea,class,NA,0.23,marine,2
Lipophrys_pholis,species,NA,0.167,marine,3
Lipophrys_pholis,species,NA,0.167,marine,2
Gobius_paganellus,species,NA,0.181,marine,3
Gobius_paganellus,species,NA,0.181,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.008,marine,2
Oligochaeta,NA,NA,5e-4,marine,2
Acanthochitona_crinita,species,NA,0.24,marine,2
Lepidochitona_cinerea,species,NA,0.13,marine,2
Leptochiton_algesirensis,species,NA,0.13,marine,2
Patella_ulyssiponensis,species,NA,0.15,marine,2
Gibbula_umbilicalis,species,NA,0.12,marine,2
Rissoidae,family,NA,0.002,marine,2
Nucella_sp.,genus,NA,0.012,marine,2
Nassariidae,family,NA,0.152,marine,2
Omalogyra_atomus,species,NA,5e-4,marine,2
Barleeia_sp.,genus,NA,0.0024,marine,2
Littorina_sp.,genus,NA,0.01,marine,2
Aplysia_punctata,species,NA,0.13,marine,2
Musculus_costulatus,species,NA,0.0088,marine,2
Mytilus_galloprovincialis,species,NA,0.304,marine,2
Cardiidae,family,NA,0.01,marine,2
Tanaidacea,NA,NA,0.0022,marine,3
Sphaeromatidae,family,NA,0.0069,marine,2
Ampithoidae,family,NA,0.0014,marine,3
Gammaridae,family,NA,3e-4,marine,3
Stenothoidae,family,NA,5e-4,marine,3
Calliopidae,family,NA,0.0043,marine,3
Caprella_sp.,genus,NA,7e-4,marine,2
Melitidae,family,NA,0.002,marine,3
Palaemon_longirostris,species,NA,0.085,marine,3
Palaemon_longirostris,species,NA,0.085,marine,2
Lophozozymus_incisus,species,NA,0.418,marine,2
Pirimela_denticulata,species,NA,0.57,marine,2
Carcinus_maenas,species,NA,0.136,marine,2
Paracentrotus_lividus,species,NA,0.42,marine,2
Copepoda,NA,NA,0.001,marine,3
Copepoda,NA,NA,0.001,marine,2
Chthamalus_sp.,genus,NA,0.01,marine,2
Turbellaria,class,NA,0.002,marine,3
Polychaeta,class,NA,0.008,marine,3
Actinothoe_sphyrodeta,species,NA,0.19,marine,3
Sagartia_elegans,species,NA,0.01,marine,3
Ophiuroidea,class,NA,0.23,marine,3
Caprella_sp.,genus,NA,7e-4,marine,3
Oligochaeta,NA,NA,5e-4,marine,3
Musculus_costulatus,species,NA,0.0088,marine,3
Mytilus_galloprovincialis,species,NA,0.304,marine,3
Cardiidae,family,NA,0.01,marine,3
Solecurtus_strigilatus,species,NA,0.097,marine,3
Chthamalus_sp.,genus,NA,0.01,marine,3
Anemonia_sulcata,species,NA,43.99,marine,3
Turbellaria,class,NA,0.002,marine,2
Turridae,family,NA,0.0038,marine,2
Ampithoidae,family,NA,0.0014,marine,2
Calliopidae,family,NA,0.0043,marine,2
Melitidae,family,NA,0.002,marine,2
Asterina_gibbosa,species,NA,0.01,marine,2
Gammaridae,family,NA,3e-4,marine,2
Anemonia_sulcata,species,NA,43.99,marine,2
