consumer,resource,NA,NA,NA,NA
Sphaeromatidae,family,NA,0.0355,marine,2
Tanaidacea,NA,NA,3e-4,marine,2
Zooplankton,NA,NA,0.001,marine,2
Echinometra_mathaei,species,NA,0.0066,marine,2
Scartella_emarginata,species,NA,1.52,marine,3
Haliclona_sp.,genus,NA,55.6,marine,2
Anemonia_natalensis,species,NA,0.0013,marine,2
Bunodactis_reynaudi,species,NA,0.0289,marine,2
Nemertea,NA,NA,2e-4,marine,2
Polychaeta,class,NA,0.0067,marine,2
Oligochaeta,NA,NA,4e-4,marine,2
Epitoniidae,family,NA,0.0024,marine,2
Triphoridae,family,NA,0.0207,marine,2
Capulidae,family,NA,0.1601,marine,2
Skeneopsidae,family,NA,2e-4,marine,2
Dendropoma_tholia,species,NA,0.0164,marine,3
Oxystele_spp.,genus,NA,0.01,marine,2
Mitridae,species,NA,7e-4,marine,2
Purpura_panama,species,NA,0.7754,marine,2
Diodora_sp.,genus,NA,0.0021,marine,2
Musculus_sp.,genus,NA,6e-4,marine,2
Pinnidae,family,NA,0.0124,marine,3
Amphitoidae,family,NA,8e-4,marine,3
Helcogramma_obtusirostris,species,NA,0.67,marine,3
Acanthonyx_quadridentatus,species,NA,0.2254,marine,2
Menaethius_monoceros,species,NA,1.99,marine,2
Porcellana_sp.,genus,NA,0.21,marine,2
Charybdis_natator,species,NA,32.29,marine,2
Platyhelminthes,NA,NA,0.0016,marine,2
Palythoa_nelliae,species,NA,26.2,marine,3
Bryozoa,NA,NA,0.131,marine,3
Ophiurida,order,NA,0.0038,marine,3
Aeolidiidae,family,NA,0.0174,marine,2
