consumer,resource,NA,NA,NA,NA
Chironomidae,family,larvae,7.94e-5,streams,2
Leuctra_nigra,species,larvae,3.41934e-4,streams,2
Plectrocnemia_conspersa,species,larvae,0.00281551,streams,2
Simuliidae,family,larvae,1.84252e-4,streams,2
Siphonoperla_torrentium,species,larvae,0.00103837,streams,2
Tanypodinae,family,larvae,6.01679e-4,streams,2
Nemoura_cinerea,species,larvae,3.55366e-4,streams,2
Centroptilum_luteolum,species,larvae,0.001275979,streams,2
Salmo_trutta,species,adults,9.503717786,streams,3
