consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Polychaeta,class,NA,0.0095,marine,2
Fissurella_rosea,species,NA,9e-4,marine,2
Eulithidium_affine,species,NA,0.0014,marine,2
Aplysia_dactylomela,species,NA,5e-4,marine,2
Leptopecten_sp.,genus,NA,0.014,marine,2
Tanaidacea,NA,NA,4e-4,marine,2
Idotea,genus,NA,2e-4,marine,2
Idoteidae,family,NA,0.001,marine,2
Gammaridae,family,NA,0.001,marine,2
Gammaridae,family,NA,0.001,marine,3
Stenothoidae,family,NA,0.027,marine,3
Pagurus_sp.,genus,NA,0.003,marine,2
Harparticoida,order,NA,0.001,marine,3
Harparticoida,order,NA,0.001,marine,2
Bathygobius_soporator,species,NA,2.43,marine,3
Pagurus_sp.,genus,NA,0.003,marine,2
Idoteidae,family,NA,0.001,marine,2
Fissurella_rosea,species,NA,9e-4,marine,2
Eulithidium_affine,species,NA,0.0014,marine,2
Tegula_viridula,species,NA,0.043,marine,2
Leptopecten_sp.,genus,NA,0.014,marine,3
Zooplankton,NA,NA,0.001,marine,3
Polychaeta,class,NA,0.0095,marine,3
Phallusia_nigra,species,NA,0.01,marine,3
Stenothoidae,family,NA,0.027,marine,3
Engina_turbinella,species,NA,0.114,marine,2
Gammaridae,family,NA,0.001,marine,3
Stenothoidae,family,NA,0.027,marine,2
Polychaeta,class,NA,0.0095,marine,2
Bathygobius_soporator,species,NA,2.43,marine,2
Idotea,genus,NA,2e-4,marine,2
Gammaridae,family,NA,0.001,marine,2
Bathygobius_soporator,species,NA,2.43,marine,3
Harparticoida,order,NA,0.001,marine,3
