consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Polychaeta,class,NA,0.0026,marine,2
Oligochaeta,NA,NA,0.0025,marine,2
Bittiolum_varium,species,NA,0.0018,marine,2
Tanaidacea,NA,NA,5e-4,marine,2
Idotea,genus,NA,1e-4,marine,2
Gammaridae,family,NA,0.0017,marine,2
Gammaridae,family,NA,0.0017,marine,3
Amphitoidae,family,NA,0.001,marine,2
Amphitoidae,family,NA,0.001,marine,3
Stenothoidae,family,NA,0.0145,marine,3
Stenothoidae,family,NA,0.0145,marine,2
Chthamalus_bisinuatus,species,NA,0.01,marine,2
Ostracoda,class,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,3
Eulithidium_affine,species,NA,0.0054,marine,2
Chthamalus_bisinuatus,species,NA,0.01,marine,3
Phallusia_nigra,species,NA,0.01,marine,3
Protopalythoa_variabilis,species,NA,0.647,marine,3
Tanaidacea,NA,NA,5e-4,marine,3
Eudistoma_vannamei,species,NA,0.01,marine,3
Polychaeta,class,NA,0.0026,marine,3
Amphitoidae,family,NA,0.001,marine,3
Oligochaeta,NA,NA,0.0025,marine,3
Stenothoidae,family,NA,0.0145,marine,3
Clibanarius_antillensis,species,NA,0.2,marine,2
Gammaridae,family,NA,0.0017,marine,3
Bittiolum_varium,species,NA,0.0018,marine,2
Stenothoidae,family,NA,0.0145,marine,2
Ostracoda,class,NA,0.001,marine,2
Polychaeta,class,NA,0.0026,marine,2
Amphitoidae,family,NA,0.001,marine,2
Stramonita_haemastoma,species,NA,0.6,marine,2
Oligochaeta,NA,NA,0.0025,marine,2
Gammaridae,family,NA,0.0017,marine,2
Idotea,genus,NA,1e-4,marine,2
