consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.005,marine,2
Nereis_sp.,genus,NA,0.0028,marine,2
Spirorbis_spirorbis,species,NA,2e-4,marine,2
Oligochaeta,NA,NA,8e-4,marine,2
Acanthochitona_crinita,species,NA,0.01,marine,2
Omalogyra_atomus,species,NA,4e-4,marine,2
Patella_vulgata,species,NA,0.01,marine,2
Bivalvia,class,NA,0.001,marine,2
Venerupis_sp.,genus,NA,0.007,marine,2
Mytilus_galloprovincialis,species,NA,0.0059,marine,2
Tanaidacea,NA,NA,0.0023,marine,2
Gammaridae,family,NA,0.0014,marine,3
Stenothoidae,family,NA,0.0034,marine,3
Ampithoidae,family,NA,0.0067,marine,3
Palaemon_elegans,species,NA,0.01,marine,2
Carcinus_maenas,species,NA,0.01,marine,2
Insecta,class,NA,2e-4,marine,2
Harparticoida,order,NA,0.001,marine,3
Ostracoda,class,NA,0.001,marine,2
Amphipholis_squamata,species,NA,0.0045,marine,2
