consumer,resource,NA,NA,NA,NA
Polychaeta,class,NA,7e-4,marine,2
Alitta_virens,species,NA,0.223,marine,2
Zooplankton,NA,NA,0.001,marine,3
Eteone_longa,species,NA,7e-4,marine,2
Eteone_sp.,genus,NA,0.007,marine,2
Gammarus_oceanicus,species,NA,0.0881,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,7e-4,marine,3
Alitta_virens,species,NA,0.223,marine,3
Eteone_longa,species,NA,7e-4,marine,3
Eteone_sp.,genus,NA,0.007,marine,3
Mytilus_sp.,genus,NA,1.414,marine,3
Gammarus_oceanicus,species,NA,0.0881,marine,3
Balanus_crenatus,species,NA,0.5012,marine,3
