consumer,resource,NA,NA,NA,NA
Ascomorpha_eucadis,species,adults,1.4e-7,lakes,3
Synchaeta_sp.,genus,adults,9.5e-7,lakes,3
Conochilus_(solitary),genus,adults,3.5e-8,lakes,3
Cyclops_varians_rubellus,species,adults,2.04e-5,lakes,3
Filinia_longispina,species,adults,1.8e-7,lakes,3
Conochiloides_dossuarius,species,adults,1.6e-7,lakes,3
Gastropus_stylifer,species,adults,1.35e-7,lakes,3
Kellicottia_sp.,genus,adults,2e-8,lakes,3
Keratella_cochlearis,species,adults,1e-8,lakes,3
Keratella_testudo,species,adults,1e-8,lakes,3
Leptodiaptomus_siciloides,species,adults,8.8e-6,lakes,3
Ploesoma_sp.,genus,adults,1.05e-7,lakes,3
Polyarthra_vulgaris,species,adults,4.65e-7,lakes,3
Trichocerca_multicrinis,species,adults,2.5e-7,lakes,3
Trichocerca_cylindrica,species,adults,3.8e-7,lakes,3
Tropocyclops_prasinus,species,adults,6.85e-6,lakes,3
Orthocyclops_modestus,species,adults,2.29e-5,lakes,3
Bosmina_longirostris,species,adults,1.55e-6,lakes,3
Diaphanosoma_leuchtenbergianum,species,adults,2.24e-6,lakes,3
Daphnia_pulex,species,adults,5.8e-5,lakes,3
Chaoborys_punctipennis,species,larvae,3e-4,lakes,3
Holopedium_gibberum,species,adults,8.75e-5,lakes,3
Phoxinus_eos,species,adults,1.01,lakes,3
Phoxinys_neogaeus,species,adults,1.17,lakes,3
Umbra_limi,species,adults,1.29,lakes,3
Cyclops_varians_rubellus,species,adults,2.04e-5,lakes,3
Daphnia_pulex,species,adults,5.8e-5,lakes,3
Orthocyclops_modestus,species,adults,2.29e-5,lakes,3
Tropocyclops_prasinus,species,adults,6.85e-6,lakes,3
Chaoborys_punctipennis,species,larvae,3e-4,lakes,3
Phoxinus_eos,species,adults,1.01,lakes,3
Phoxinys_neogaeus,species,adults,1.17,lakes,3
Umbra_limi,species,adults,1.29,lakes,3
