consumer,resource,NA,NA,NA,NA
Insecta,class,NA,7e-4,marine,3
Insecta,class,NA,7e-4,marine,2
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Lipophrys_pholis,species,NA,0.2,marine,3
Lipophrys_pholis,species,NA,0.2,marine,2
Ophiuroidea,class,NA,0.0017,marine,2
Nemertea,NA,NA,0.0014,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0046,marine,2
Oligochaeta,NA,NA,0.0017,marine,2
Acanthochitona_crinita,species,NA,0.039,marine,2
Gibbula_umbilicalis,species,NA,0.18,marine,2
Rissoidae,family,NA,0.0017,marine,2
Nucella_sp.,genus,NA,0.027,marine,2
Omalogyra_atomus,species,NA,4e-4,marine,2
Barleeia_sp.,genus,NA,0.0018,marine,2
Musculus_costulatus,species,NA,0.015,marine,2
Mytilus_galloprovincialis,species,NA,1.19,marine,2
Cardiidae,family,NA,0.0079,marine,2
Angulus_tenuis,species,NA,0.009,marine,2
Solecurtus_strigilatus,species,NA,0.0069,marine,2
Turtonia_minuta,species,NA,0.0037,marine,2
Turtonia_minuta,species,NA,0.0037,marine,3
Tanaidacea,NA,NA,0.0019,marine,3
Gammaridae,family,NA,5e-4,marine,3
Stenothoidae,family,NA,5e-4,marine,3
Caprella_sp.,genus,NA,0.003,marine,2
Palaemon_longirostris,species,NA,0.092,marine,3
Palaemon_longirostris,species,NA,0.092,marine,2
Carcinus_maenas,species,NA,0.103,marine,2
Nassariidae,family,NA,0.098,marine,2
Polychaeta,class,NA,0.0046,marine,3
Aulactinia_verrucosa,species,NA,0.01,marine,3
Ophiuroidea,class,NA,0.0017,marine,3
Caprella_sp.,genus,NA,0.003,marine,3
Oligochaeta,NA,NA,0.0017,marine,3
Musculus_costulatus,species,NA,0.015,marine,3
Mytilus_galloprovincialis,species,NA,1.19,marine,3
Cardiidae,family,NA,0.0079,marine,3
Angulus_tenuis,species,NA,0.009,marine,3
Solecurtus_strigilatus,species,NA,0.0069,marine,3
Turridae,family,NA,5e-4,marine,2
Aulactinia_verrucosa,species,NA,0.01,marine,2
Ocenebra_erinaceus,species,NA,0.097,marine,2
