consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.01,marine,2
Ischnochiton_striolatus,species,NA,0.1,marine,2
Tegula_viridula,species,NA,2.66,marine,2
Morula_nodulosa,species,NA,0.72,marine,2
Crassostrea_virginica,species,NA,5.83,marine,2
Barbatia_candida,species,NA,0.4,marine,3
Tanaidacea,NA,NA,0.01,marine,2
Gammaridae,family,NA,0.01,marine,2
Pagurus_sp.,genus,NA,1.57,marine,2
Litopenaeus_schmitti,species,NA,2.26,marine,2
Alpheus_formosus,species,NA,1.7,marine,2
Palaemon_northropi,species,NA,0.3,marine,3
Clibanarius_vittatus,species,NA,1.01,marine,2
Callinectes_sapidus,species,NA,8.2,marine,2
Cronius_ruber,species,NA,11.25,marine,2
Eurypanopeus_abreviatus,species,NA,20.25,marine,2
Copepoda,NA,NA,0.001,marine,3
Odontesthes_argentinensis,species,NA,0.01,marine,2
Bathygobius_soporator,species,NA,2.2,marine,3
Holothuria_grisea,species,NA,119.15,marine,2
Bunodosoma_cangicum,species,NA,1.8,marine,2
