consumer,resource,NA,NA,NA,NA
Insecta,class,NA,5e-4,marine,3
Insecta,class,NA,5e-4,marine,2
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Lipophrys_pholis,species,NA,0.338,marine,3
Coryphoblennius_galerita,species,NA,0.908,marine,3
Aulactinia_verrucosa,species,NA,0.277,marine,2
Ophiuroidea,class,NA,0.468,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0099,marine,2
Acanthochitona_crinita,species,NA,0.0113,marine,2
Lepidochitona_cinerea,species,NA,0.154,marine,2
Gibbula_umbilicalis,species,NA,0.443,marine,2
Phorcus_lineatus,species,NA,0.01,marine,2
Barleeia_sp.,genus,NA,0.001,marine,2
Musculus_costulatus,species,NA,0.0063,marine,2
Mytilus_galloprovincialis,species,NA,0.152,marine,2
Tanaidacea,NA,NA,0.0025,marine,3
Sphaeromatidae,family,NA,0.0035,marine,2
Ampithoidae,family,NA,0.0011,marine,3
Stenothoidae,family,NA,5e-4,marine,3
Palaemon_longirostris,species,NA,0.109,marine,3
Palaemon_longirostris,species,NA,0.109,marine,2
Gobius_paganellus,species,NA,0.243,marine,3
Gobius_paganellus,species,NA,0.243,marine,2
Carcinus_maenas,species,NA,0.131,marine,2
Copepoda,NA,NA,0.001,marine,3
Copepoda,NA,NA,0.001,marine,2
Insecta,class,NA,5e-4,marine,3
Palaemon_longirostris,species,NA,0.109,marine,3
Gobius_paganellus,species,NA,0.243,marine,3
Polychaeta,class,NA,0.0099,marine,3
Carcinus_maenas,species,NA,0.131,marine,2
Zooplankton,NA,NA,0.001,marine,3
Aulactinia_verrucosa,species,NA,0.277,marine,3
Ophiuroidea,class,NA,0.468,marine,3
Nematoda,NA,NA,0.01,marine,2
Lipophrys_pholis,species,NA,0.338,marine,3
Musculus_costulatus,species,NA,0.0063,marine,3
Mytilus_galloprovincialis,species,NA,0.152,marine,3
Tanaidacea,NA,NA,0.0025,marine,3
Copepoda,NA,NA,0.001,marine,3
Coryphoblennius_galerita,species,NA,0.908,marine,3
Coryphoblennius_galerita,species,NA,0.908,marine,2
Lipophrys_pholis,species,NA,0.338,marine,2
Gobius_paganellus,species,NA,0.243,marine,2
Aulactinia_verrucosa,species,NA,0.277,marine,2
Ampithoidae,family,NA,0.0011,marine,2
Ophiuroidea,class,NA,0.468,marine,2
Polychaeta,class,NA,0.0099,marine,2
Palaemon_longirostris,species,NA,0.109,marine,2
Lophozozymus_incisus,species,NA,0.5,marine,2
