consumer,resource,NA,NA,NA,NA
fish_eggs,NA,larvae,0.0201,lakes,3
copepod_nauplii,NA,nauplii,0.001812356,lakes,3
Diaptomus_minutus,species,NA,1.44e-5,lakes,3
Synchaeta_sp.,genus,NA,1.37e-5,lakes,3
Diaptomus_leptopus,species,NA,1.01e-5,lakes,3
Eucyclops_agilis,species,NA,1e-5,lakes,3
Mesocyclops_edax,species,NA,1e-5,lakes,3
Diaptomus_sicilis,species,NA,5.79e-6,lakes,3
Polyphemus_pediculus,species,NA,0.00677,lakes,3
Chydorus_sphaericus,species,NA,2.18e-6,lakes,3
Conochiloides_dossuarius,species,NA,1.83e-6,lakes,3
Bosmina_longirostris,species,NA,1.55e-6,lakes,3
Trichocerca_multicrinis,species,NA,1.23e-6,lakes,3
Gastropus_stylifer,species,NA,8.55e-7,lakes,3
Trichocerca_pusilla,species,NA,7.46e-7,lakes,3
Diaphanosoma_birgei,species,NA,4.01e-5,lakes,3
Keratella_taurocephala,species,NA,1e-8,lakes,3
Daphnia_catawba,species,NA,1e-5,lakes,3
fish_fry,NA,larvae,0.016,lakes,3
Salvelinus_fontinalis,species,NA,600,lakes,3
