consumer,resource,NA,NA,NA,NA
Cricotopus_sp._A,genus,larvae,1.28405e-4,streams,2
Diamesa_zernyi,species,larvae,9.15e-5,streams,2
Eukiefferiella_claripennis,species,larvae,2.1e-5,streams,2
Eukiefferiella_minor,species,larvae,4.28e-5,streams,2
Micropsectra_atrofasciata,species,larvae,2.82e-5,streams,2
Oligochaeta_indet.,class,adults,3.22e-6,streams,2
Simulium_vittatum,species,larvae,8.81476e-4,streams,2
Limnophora_riparia,species,larvae,2.99675e-4,streams,2
Radix_balthica,species,adults,0.001133836,streams,2
Limnophora_riparia,species,larvae,2.99675e-4,streams,2
Salmo_trutta,species,adults,13.19863928,streams,2
