consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.01,marine,2
Ischnochiton_striolatus,species,NA,0.3,marine,2
Tegula_viridula,species,NA,0.76,marine,2
Morula_nodulosa,species,NA,0.7,marine,2
Cumacea,order,NA,0.01,marine,2
Tanaidacea,NA,NA,0.01,marine,2
Isopoda,order,NA,0.01,marine,2
Gammaridae,family,NA,0.01,marine,2
Pagurus_sp.,genus,NA,0.94,marine,2
Palaemon_northropi,species,NA,0.23,marine,3
Eurypanopeus_abreviatus,species,NA,0.01,marine,2
Copepoda,NA,NA,0.001,marine,3
Ophiactis_savignyiÃ¡,species,NA,0.86,marine,2
Holothuria_grisea,species,NA,89,marine,2
Bathygobius_soporator,species,NA,0.41,marine,3
Clibanarius_vittatus,species,NA,0.01,marine,2
Protopalythoa_variabilis,species,NA,0.01,marine,3
Bunodosoma_cangicum,species,NA,5.5,marine,2
Hymeniacidon_heliophila,species,NA,0.01,marine,2
