consumer,resource,NA,NA,NA,NA
Acanthurus_chirugus,species,adults,820,marine,3
Acanthurus_coeruleus,species,adults,983,marine,3
Aetobatus_narinari,species,adults,230000,marine,3
Aulostomus_maculatus,species,adults,777,marine,3
Carangoides_bartholomaei,species,adults,9862,marine,3
Carangoides_latus,species,adults,6250,marine,3
Carangoides_ruber,species,adults,3160,marine,3
Chilomycterus_antennatus,species,adults,1420,marine,3
Dasyatis_americana,species,adults,122000,marine,3
Diodon_holocanthus,species,adults,11300,marine,3
Diodon_hysterix,species,adults,18446,marine,3
Epinephelus_itajara,species,adults,381644,marine,3
Epinephelus_striatus,species,adults,23800,marine,3
Fistularia_tabacaria,species,adults,10800,marine,3
Gymnothorax_vicinus,species,adults,3000,marine,3
Haemulon_album,species,adults,5300,marine,3
Haemulon_carbonarium,species,adults,861,marine,3
Haemulon_macrostomum,species,adults,1795,marine,3
Haemulon_parrai,species,adults,1265,marine,3
Haemulon_plumieri,species,adults,1360,marine,3
Haemulon_sciurus,species,adults,1185,marine,3
Halichoeres_radiatus,species,adults,2283,marine,3
Holacanthus_tricolor,species,adults,1988,marine,3
Lachnolaimus_maximus,species,adults,7728,marine,3
Lutjanus_cyanopterus,species,adults,70000,marine,3
Lutjanus_griseus,species,adults,1590,marine,3
Mycteroperca_bonaci,species,adults,90000,marine,3
Mycteroperca_tigris,species,adults,17043,marine,3
Negaprion_brevirostris,species,adults,110000,marine,3
Scarus_coelestinus,species,adults,8556,marine,3
Scarus_guacamaia,species,adults,23000,marine,3
Scarus_taeniopterus,species,adults,1102,marine,3
Scarus_vetula,species,adults,5558,marine,3
Scorpaena_plumieri,species,adults,4330,marine,3
Selar_crumenophthalmus,species,adults,1240,marine,3
Seriola_dumerili,species,adults,80000,marine,3
Sparisoma_chrysopterum,species,adults,1510,marine,3
Sparisoma_rubripinne,species,adults,2734,marine,3
Sparisoma_viride,species,adults,2430,marine,3
Synodus_foetens,species,adults,1100,marine,3
Synodus_intermedius,species,adults,1103,marine,3
Trachinotus_falcatus,species,adults,36000,marine,3
Trachinotus_goodei,species,adults,3900,marine,3
Acanthurus_bahianus,species,adults,288,marine,3
Amphipoda,NA,adults,5,marine,3
Asteroids,NA,adults,240,marine,2
Barnacles,NA,adults,10,marine,2
Bivalvia,NA,adults,6.9,marine,2
Bryozoans,NA,adults,12.3,marine,2
Crabs,NA,adults,58.23,marine,2
Echinoids,NA,adults,57,marine,2
Echiuroids,NA,adults,12175,marine,3
Gastropoda,NA,adults,9.0875,marine,2
Hemichordates,NA,adults,39,marine,2
Holothurians,NA,adults,40,marine,2
Hydrozoans,NA,adults,9.83,marine,2
Microfauna,NA,adults,0.3367,marine,2
Octopuses,NA,adults,2800,marine,3
Ophiuroids,NA,adults,23,marine,2
Polychaetes,NA,adults,6,marine,2
Scyllarid_Lobsters,species,adults,63.8,marine,2
Sea_anemones,NA,adults,18.4,marine,2
Sea_Fan,NA,adults,22.47,marine,2
Shrimps,NA,adults,12,marine,2
