consumer,resource,NA,NA,NA,NA
Ascomorpha_eucadis,species,adults,4e-7,lakes,3
Conochiluides_dossuarius,species,adults,1.6e-7,lakes,3
Cyclops_varians_rubellus,species,adults,2.44e-5,lakes,3
Diaptomus_oregonensis,species,adults,1.44e-5,lakes,3
Daphnia_pulex,species,adults,4.56e-5,lakes,3
Daphnia_rosea,species,adults,1.36e-5,lakes,3
Gastropus_hyptopus,species,adults,1.35e-7,lakes,3
Gastropus_stylifer,species,adults,1e-7,lakes,3
Kelicottia_bostoniensis,species,adults,2e-8,lakes,3
Kelicottia_longispina,species,adults,4.5e-8,lakes,3
Keratella_cochlearis,species,adults,1e-8,lakes,3
Keratella_testudo,species,adults,1.5e-8,lakes,3
Orthocyclops_modestus,species,adults,3.22e-5,lakes,3
Polyarthra_vulgaris,species,adults,2.6e-7,lakes,3
Synchaeta_sp.,genus,adults,3.7e-7,lakes,3
Trichocerca_cylindrica,species,adults,5.9e-7,lakes,3
Trichocerca_multicrinis,species,adults,7e-8,lakes,3
Tropocyclops_prasinus,species,adults,8.95e-6,lakes,3
Chaoborys_punctipennis,species,larvae,2.1e-4,lakes,3
Holopedium_gibberum,species,adults,4.89e-5,lakes,3
Micropterus_salmoides,species,adults,195,lakes,3
