consumer,resource,NA,NA,NA,NA
Insecta,class,NA,0.01,marine,3
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Lipophrys_pholis,species,NA,1.84,marine,3
Coryphoblennius_galerita,species,NA,0.88,marine,3
Anemonia_sulcata,species,NA,0.01,marine,2
Nemertea,NA,NA,0.01,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.01,marine,2
Oligochaeta,NA,NA,0.01,marine,2
Acanthochitona_crinita,species,NA,0.0037,marine,2
Paracentrotus_lividus,species,NA,3.32,marine,2
Patella_ulyssiponensis,species,NA,1.49,marine,2
Gibbula_umbilicalis,species,NA,0.3,marine,2
Rissoidae,family,NA,0.0019,marine,2
Nucella_sp.,genus,NA,0.88,marine,2
Omalogyra_atomus,species,NA,4e-4,marine,2
Barleeia_sp.,genus,NA,0.0017,marine,2
Mytilus_galloprovincialis,species,NA,1.38,marine,2
Mytilus_galloprovincialis,species,NA,1.38,marine,3
Idoteidae,family,NA,0.0077,marine,2
Ampithoidae,family,NA,7e-4,marine,3
Gammaridae,family,NA,2e-4,marine,3
Stenothoidae,family,NA,0.01,marine,3
Caprella_sp.,genus,NA,0.01,marine,2
Ischyroceridae,family,NA,0.0018,marine,3
Copepoda,NA,NA,0.001,marine,2
Copepoda,NA,NA,0.001,marine,3
Anemonia_sulcata,species,NA,0.01,marine,3
Caprella_sp.,genus,NA,0.01,marine,3
Polychaeta,class,NA,0.01,marine,3
Oligochaeta,NA,NA,0.01,marine,3
Coryphoblennius_galerita,species,NA,0.88,marine,2
Actinia_equina,species,NA,3.19,marine,2
Lipophrys_pholis,species,NA,1.84,marine,2
Lophozozymus_incisus,species,NA,2.05,marine,2
Ampithoidae,family,NA,7e-4,marine,2
Actinia_equina,species,NA,3.19,marine,3
