consumer,resource,NA,NA,NA,NA
Pungentus,genus,adults,1.38e-7,terrestrial belowground,NA
Thornenematinae,order,adults,2.09e-7,terrestrial belowground,NA
Tripyla,genus,adults,2.86e-7,terrestrial belowground,NA
Dauerlarvae,NA,inactive,4.12e-8,terrestrial belowground,NA
Achipteria_coleoptrata,species,adults,1.71e-5,terrestrial belowground,2
Ceratophysella_denticulata,species,adults,2.4e-6,terrestrial belowground,2
Epicriopsis,genus,adults,1.12e-6,terrestrial belowground,2
Eupodidae,family,adults,2.77e-6,terrestrial belowground,2
Friesea_truncata,species,adults,9.12e-7,terrestrial belowground,2
Isotoma,genus,adults,9.4e-5,terrestrial belowground,2
Isotomidae,family,adults,9.77e-8,terrestrial belowground,2
Isotomiella_minor,species,adults,2.75e-6,terrestrial belowground,2
Isotomurus,genus,adults,7.76e-6,terrestrial belowground,2
Lepidocyrtus,genus,adults,5.24e-6,terrestrial belowground,2
Liebstadia_similis,species,adults,1.23e-5,terrestrial belowground,2
Oribatida,class,adults,1.05e-6,terrestrial belowground,2
Pachygnatidae,family,adults,4.05e-6,terrestrial belowground,2
Parasitus,genus,adults,3.31e-5,terrestrial belowground,2
Parisotoma_notabilis,species,adults,4.44e-6,terrestrial belowground,2
Pygmephorus,genus,adults,1.51e-6,terrestrial belowground,2
Sminthurinus_elegans,species,adults,8.27e-6,terrestrial belowground,2
Sphaeridia_pumilis,species,adults,2.97e-7,terrestrial belowground,2
Stigmaeidae,family,adults,1.55e-5,terrestrial belowground,2
Symphypleona,genus,adults,2.3e-7,terrestrial belowground,2
Tydeidae,family,adults,7.94e-7,terrestrial belowground,2
Tyrophagus,genus,adults,5.37e-6,terrestrial belowground,2
Uropoda_orbicularis,species,adults,2.51e-5,terrestrial belowground,2
Amoebae,NA,active,4.38e-11,terrestrial belowground,NA
Flagellatae,NA,adults,5.61e-12,terrestrial belowground,NA
Scutacarus,genus,adults,3.47e-7,terrestrial belowground,2
Achipteria_coleoptrata,species,adults,1.71e-5,terrestrial belowground,NA
Alliphis_siculus,species,adults,1.62e-6,terrestrial belowground,NA
Alliphis_siculus,species,adults,1.62e-6,terrestrial belowground,2
Bdellidae,family,adults,8.32e-6,terrestrial belowground,2
Pachygnatidae,family,adults,4.05e-6,terrestrial belowground,NA
Parasitus,genus,adults,3.31e-5,terrestrial belowground,NA
Scutacarus,genus,active,3.47e-7,terrestrial belowground,NA
Scutacarus,genus,active,3.47e-7,terrestrial belowground,2
Tydeidae,family,adults,7.94e-7,terrestrial belowground,NA
Uropoda_orbicularis,species,adults,2.51e-5,terrestrial belowground,NA
