consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Batzella_inops,species,NA,0.01,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.001,marine,2
Oligochaeta,NA,NA,0.0014,marine,2
Acanthochitona_crinita,species,NA,0.0061,marine,2
Tanaidacea,NA,NA,8e-4,marine,2
Isopoda,order,NA,9e-4,marine,2
Gammaridae,family,NA,2e-4,marine,3
Caprella_sp.,genus,NA,2e-4,marine,2
Pachygrapsus_transversus,species,NA,0.892,marine,2
Copepoda,NA,NA,0.001,marine,3
Coryphoblennius_galerita,species,NA,1.35,marine,3
Gobius_sp.,genus,NA,0.37,marine,3
Priapulida,NA,NA,0.022,marine,3
Ammotheidae,family,NA,2e-4,marine,2
Cardiidae,family,NA,0.0012,marine,3
