consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0018,marine,2
Oligochaeta,NA,NA,6e-4,marine,2
Sipunculidae,family,NA,0.2,marine,3
Ischnochiton_striolatus,species,NA,0.01,marine,2
Fissurella_rosea,species,NA,5e-4,marine,2
Stramonita_haemastoma,species,NA,1.59,marine,2
Tegula_viridula,species,NA,3.04,marine,2
Aplysia_dactylomela,species,NA,13.59,marine,2
Idotea,genus,NA,9e-4,marine,2
Gammaridae,family,NA,0.0012,marine,2
Gammaridae,family,NA,0.0012,marine,3
Amphitoidae,family,NA,0.0011,marine,2
Amphitoidae,family,NA,0.0011,marine,3
Calliopidae,family,NA,0.0035,marine,2
Calliopidae,family,NA,0.0035,marine,3
Clibanarius_antillensis,species,NA,0.372,marine,2
Pachygrapsus_transversus,species,NA,4.35,marine,2
Panopeus_herbstii,species,NA,0.18,marine,2
Bathygobius_soporator,species,NA,0.98,marine,3
Ophiuroidea,class,NA,0.43,marine,3
Ophiura_sp.,genus,NA,0.0054,marine,3
Zoanthus_sociatus,species,NA,0.01,marine,3
Turbellaria,class,NA,0.004,marine,3
Eudistoma_vannamei,species,NA,0.01,marine,3
Polychaeta,class,NA,0.0018,marine,3
Oligochaeta,NA,NA,6e-4,marine,3
Phallusia_nigra,species,NA,0.01,marine,3
Cystodytes_dellechiajei,species,NA,0.01,marine,3
Polysyncraton_amethysteum,species,NA,0.01,marine,3
Bathygobius_soporator,species,NA,0.98,marine,2
Ophiuroidea,class,NA,0.43,marine,2
Ophiura_sp.,genus,NA,0.0054,marine,2
Neogonodactylus_sp.,species,NA,0.925,marine,2
Turbellaria,class,NA,0.004,marine,2
Pachygrapsus_transversus,species,NA,4.35,marine,3
