consumer,resource,NA,NA,NA,NA
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Cinachyrella_alloclada,species,NA,0.01,marine,2
Haliclona_sp.,genus,NA,0.01,marine,2
Polychaeta,class,NA,0.0075,marine,2
Sabellidae,family,NA,0.0016,marine,2
Sipunculidae,family,NA,0.52,marine,3
Ischnoplax_pectinata,species,NA,0.6,marine,2
Engina_turbinella,species,NA,0.13,marine,2
Columbella_mercatoria,species,NA,0.7,marine,2
Stramonita_haemastoma,species,NA,1.35,marine,2
Olivancillaria_sp.,NA,NA,0.11,marine,2
Eulithidium_affine,species,NA,8e-4,marine,2
Tanaidacea,NA,NA,7e-4,marine,2
Gammaridae,family,NA,8e-4,marine,2
Gammaridae,family,NA,8e-4,marine,3
Amphitoidae,family,NA,0.001,marine,2
Amphitoidae,family,NA,0.001,marine,3
Stenothoidae,family,NA,0.0026,marine,2
Stenothoidae,family,NA,0.0026,marine,3
Eriphia_gonagra,species,NA,12.05,marine,2
Pachygrapsus_transversus,species,NA,3.74,marine,2
Hippolyte_obliquimanus,species,NA,0.017,marine,2
Bathygobius_soporator,species,NA,1.17,marine,3
Scartella_cristata,species,NA,0.18,marine,3
Scartella_cristata,species,NA,0.18,marine,2
Phallusia_nigra,species,NA,0.01,marine,3
Ophiura_sp.,genus,NA,0.0015,marine,3
Cystodytes_dellechiajei,species,NA,0.01,marine,3
Anemonia_sargassensis,species,NA,0.01,marine,3
Protopalythoa_variabilis,species,NA,0.624,marine,3
Tanaidacea,NA,NA,7e-4,marine,3
Eudistoma_vannamei,species,NA,0.01,marine,3
Polychaeta,class,NA,0.0075,marine,3
Sabellidae,family,NA,0.0016,marine,3
Clibanarius_antillensis,species,NA,0.226,marine,2
Hippolyte_obliquimanus,species,NA,0.017,marine,3
Bathygobius_soporator,species,NA,1.17,marine,2
Ophiura_sp.,genus,NA,0.0015,marine,2
Anemonia_sargassensis,species,NA,0.01,marine,2
Pachygrapsus_transversus,species,NA,3.74,marine,3
