consumer,resource
Zooplankton,Zooplankton
Talitridae,Zooplankton
Tanaidacea,Zooplankton
Eulithidium_affine,Zooplankton
Tegula_viridula,Zooplankton
Ophiura_sp.,Zooplankton
Brachidontes_sp.,Zooplankton
Protopalythoa_variabilis,Zooplankton
Isaurus_sp.,Zooplankton
Idotea,Zooplankton
Eudistoma_vannamei,Zooplankton
Polychaeta,Zooplankton
Sabellidae,Zooplankton
Phallusia_nigra,Zooplankton
Clibanarius_antillensis,Zooplankton
Engina_turbinella,Zooplankton
Gammaridae,Zooplankton
Pomacanthus_paru,Cinachyrella_alloclada
Menippe_nodifrons,Mycale_sp.
Pomacanthus_paru,Protopalythoa_variabilis
Menippe_nodifrons,Protopalythoa_variabilis
Pomacanthus_paru,Isaurus_sp.
Ostracoda,Polychaeta
Ophiura_sp.,Polychaeta
Polychaeta,Polychaeta
Ostracoda,Sabellidae
Ophiura_sp.,Sabellidae
Polychaeta,Sabellidae
Eriphia_gonagra,Ischnochiton_striolatus
Eriphia_gonagra,Engina_turbinella
Stramonita_haemastoma,Engina_turbinella
Menippe_nodifrons,Engina_turbinella
Eriphia_gonagra,Stramonita_haemastoma
Menippe_nodifrons,Stramonita_haemastoma
Polychaeta,Eulithidium_affine
Eriphia_gonagra,Tegula_viridula
Polychaeta,Brachidontes_sp.
Idotea,Tanaidacea
Clibanarius_antillensis,Tanaidacea
Polychaeta,Tanaidacea
Talitridae,Tanaidacea
Gammaridae,Tanaidacea
Idotea,Idotea
Clibanarius_antillensis,Idotea
Polychaeta,Idotea
Talitridae,Idotea
Gammaridae,Idotea
Idotea,Gammaridae
Clibanarius_antillensis,Gammaridae
Polychaeta,Gammaridae
Talitridae,Gammaridae
Gammaridae,Gammaridae
Pomacanthus_paru,Talitridae
Abudefduf_saxatilis,Talitridae
Idotea,Talitridae
Talitridae,Talitridae
Clibanarius_antillensis,Talitridae
Eriphia_gonagra,Eriphia_gonagra
Menippe_nodifrons,Eriphia_gonagra
Pachygrapsus_transversus,Pachygrapsus_transversus
Menippe_nodifrons,Pachygrapsus_transversus
Menippe_nodifrons,Menippe_nodifrons
Polychaeta,Ostracoda
