consumer,resource,NA,NA,NA,NA
Insecta,class,NA,8e-4,marine,3
Insecta,class,NA,8e-4,marine,2
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Lipophrys_trigloides,species,NA,0.26,marine,2
Lipophrys_trigloides,species,NA,0.26,marine,3
Lipophrys_pholis,species,NA,0.455,marine,2
Lipophrys_pholis,species,NA,0.455,marine,3
Coryphoblennius_galerita,species,NA,1.62,marine,2
Coryphoblennius_galerita,species,NA,1.62,marine,3
Actinia_equina,species,NA,0.01,marine,2
Ophiuroidea,class,NA,0.003,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0025,marine,2
Oligochaeta,NA,NA,9e-4,marine,2
Acanthochitona_crinita,species,NA,0.0118,marine,2
Lepidochitona_cinerea,species,NA,0.143,marine,2
Gibbula_umbilicalis,species,NA,0.347,marine,2
Phorcus_lineatus,species,NA,0.97,marine,2
Rissoidae,family,NA,0.0024,marine,2
Nucella_sp.,genus,NA,0.001,marine,2
Nassariidae,family,NA,0.27,marine,2
Barleeia_sp.,genus,NA,0.0023,marine,2
Musculus_costulatus,species,NA,0.0078,marine,2
Musculus_costulatus,species,NA,0.0078,marine,3
Mytilus_galloprovincialis,species,NA,0.0028,marine,2
Mytilus_galloprovincialis,species,NA,0.0028,marine,3
Cardiidae,family,NA,0.0029,marine,2
Tanaidacea,NA,NA,0.0012,marine,3
Ampithoidae,family,NA,9e-4,marine,3
Gammaridae,family,NA,0.0018,marine,3
Stenothoidae,family,NA,4e-4,marine,3
Lysianassidae,family,NA,2e-4,marine,3
Palaemon_longirostris,species,NA,0.167,marine,3
Palaemon_longirostris,species,NA,0.167,marine,2
Palaemon_elegans,species,NA,0.45,marine,3
Gobius_paganellus,species,NA,0.31,marine,2
Gobius_paganellus,species,NA,0.31,marine,3
Carcinus_maenas,species,NA,0.01,marine,2
Copepoda,NA,NA,0.001,marine,3
Copepoda,NA,NA,0.001,marine,2
Actinia_equina,species,NA,0.01,marine,3
Polychaeta,class,NA,0.0025,marine,3
Ophiuroidea,class,NA,0.003,marine,3
Oligochaeta,NA,NA,9e-4,marine,3
Cardiidae,family,NA,0.0029,marine,3
Angulus_tenuis,species,NA,0.0024,marine,3
Anemonia_sulcata,species,NA,34.93,marine,3
Palaemon_elegans,species,NA,0.45,marine,2
Ampithoidae,family,NA,9e-4,marine,2
Gammaridae,family,NA,0.0018,marine,2
Anemonia_sulcata,species,NA,34.93,marine,2
